yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
188610,5.65,0.2233,0.32,NaN,NaN,NaN,NaN,NaN,NaN,0.003927,NaN,NaN,NaN,0.000889962,NaN,NaN,NaN
188611,5.79,0.2217,0.325,NaN,NaN,NaN,NaN,NaN,NaN,0.004111,NaN,NaN,NaN,0.000393013,NaN,NaN,NaN
188612,5.64,0.22,0.33,NaN,NaN,NaN,NaN,NaN,NaN,0.004008,NaN,NaN,NaN,0.002815316,NaN,NaN,NaN
188701,5.58,0.2225,0.3325,NaN,NaN,NaN,NaN,NaN,NaN,0.004045,NaN,NaN,NaN,0.001825632,NaN,NaN,NaN
188702,5.54,0.225,0.335,NaN,NaN,NaN,NaN,NaN,NaN,0.003698,NaN,NaN,NaN,0.002042408,NaN,NaN,NaN
188703,5.67,0.2275,0.3375,NaN,NaN,NaN,NaN,NaN,NaN,0.003189,NaN,NaN,NaN,0.000622069,NaN,NaN,NaN
188704,5.8,0.23,0.34,NaN,NaN,NaN,NaN,NaN,NaN,0.003587,NaN,NaN,NaN,0.000353139,NaN,NaN,NaN
188705,5.9,0.2325,0.3425,NaN,NaN,NaN,NaN,NaN,NaN,0.00361,NaN,NaN,NaN,0.000385756,NaN,NaN,NaN
188706,5.73,0.235,0.345,NaN,NaN,NaN,NaN,NaN,NaN,0.003484,NaN,NaN,NaN,0.00145796,NaN,NaN,NaN
188707,5.59,0.2375,0.3475,NaN,NaN,NaN,NaN,NaN,NaN,0.003425,NaN,NaN,NaN,0.001704724,NaN,NaN,NaN
188708,5.45,0.24,0.35,NaN,NaN,NaN,NaN,NaN,NaN,0.004207,NaN,NaN,NaN,0.002335569,NaN,NaN,NaN
188709,5.38,0.2425,0.3525,NaN,NaN,NaN,NaN,NaN,NaN,0.004325,NaN,NaN,NaN,0.001995161,NaN,NaN,NaN
188710,5.2,0.245,0.355,NaN,NaN,NaN,NaN,NaN,NaN,0.004761,NaN,NaN,NaN,0.002955246,NaN,NaN,NaN
188711,5.3,0.2475,0.3575,NaN,NaN,NaN,NaN,NaN,NaN,0.004348,NaN,NaN,NaN,0.001607986,NaN,NaN,NaN
188712,5.27,0.25,0.36,NaN,NaN,NaN,NaN,NaN,NaN,0.003883,NaN,NaN,NaN,0.001012811,NaN,NaN,NaN
188801,5.31,0.2483,0.3517,NaN,NaN,NaN,NaN,NaN,NaN,0.004067,NaN,NaN,NaN,0.000581919,NaN,NaN,NaN
188802,5.28,0.2467,0.3433,NaN,NaN,NaN,NaN,NaN,NaN,0.003772,NaN,NaN,NaN,0.000443917,NaN,NaN,NaN
188803,5.08,0.245,0.335,NaN,NaN,NaN,NaN,NaN,NaN,0.003219,NaN,NaN,NaN,0.0013295,NaN,NaN,NaN
188804,5.1,0.2433,0.3267,NaN,NaN,NaN,NaN,NaN,NaN,0.003492,NaN,NaN,NaN,0.00145881,NaN,NaN,NaN
188805,5.17,0.2417,0.3183,NaN,NaN,NaN,NaN,NaN,NaN,0.003624,NaN,NaN,NaN,0.001081598,NaN,NaN,NaN
188806,5.01,0.24,0.31,NaN,NaN,NaN,NaN,NaN,NaN,0.003196,NaN,NaN,NaN,0.000769769,NaN,NaN,NaN
188807,5.14,0.2383,0.3017,NaN,NaN,NaN,NaN,NaN,NaN,0.002776,NaN,NaN,NaN,0.001925111,NaN,NaN,NaN
188808,5.25,0.2367,0.2933,NaN,NaN,NaN,NaN,NaN,NaN,0.00265,NaN,NaN,NaN,0.000898466,NaN,NaN,NaN
188809,5.38,0.235,0.285,NaN,NaN,NaN,NaN,NaN,NaN,0.002857,NaN,NaN,NaN,0.001263554,NaN,NaN,NaN
188810,5.35,0.2333,0.2767,NaN,NaN,NaN,NaN,NaN,NaN,0.003536,NaN,NaN,NaN,0.000708495,NaN,NaN,NaN
188811,5.24,0.2317,0.2683,NaN,NaN,NaN,NaN,NaN,NaN,0.003381,NaN,NaN,NaN,0.000936323,NaN,NaN,NaN
188812,5.14,0.23,0.26,NaN,NaN,NaN,NaN,NaN,NaN,0.003145,NaN,NaN,NaN,0.001453141,NaN,NaN,NaN
188901,5.24,0.2292,0.2633,NaN,NaN,NaN,NaN,NaN,NaN,0.003307,NaN,NaN,NaN,0.0004683,NaN,NaN,NaN
188902,5.3,0.2283,0.2667,NaN,NaN,NaN,NaN,NaN,NaN,0.003071,NaN,NaN,NaN,0.000397892,NaN,NaN,NaN
188903,5.19,0.2275,0.27,NaN,NaN,NaN,NaN,NaN,NaN,0.002776,NaN,NaN,NaN,0.000832849,NaN,NaN,NaN
188904,5.18,0.2267,0.2733,NaN,NaN,NaN,NaN,NaN,NaN,0.00296,NaN,NaN,NaN,0.000426552,NaN,NaN,NaN
188905,5.32,0.2258,0.2767,NaN,NaN,NaN,NaN,NaN,NaN,0.002805,NaN,NaN,NaN,0.000356491,NaN,NaN,NaN
188906,5.41,0.225,0.28,NaN,NaN,NaN,NaN,NaN,NaN,0.002481,NaN,NaN,NaN,0.000246721,NaN,NaN,NaN
188907,5.3,0.2242,0.2833,NaN,NaN,NaN,NaN,NaN,NaN,0.002503,NaN,NaN,NaN,0.00079616,NaN,NaN,NaN
188908,5.37,0.2233,0.2867,NaN,NaN,NaN,NaN,NaN,NaN,0.002886,NaN,NaN,NaN,0.000535593,NaN,NaN,NaN
188909,5.5,0.2225,0.29,NaN,NaN,NaN,NaN,NaN,NaN,0.003447,NaN,NaN,NaN,0.000437114,NaN,NaN,NaN
188910,5.4,0.2217,0.2933,NaN,NaN,NaN,NaN,NaN,NaN,0.003536,NaN,NaN,NaN,0.000821741,NaN,NaN,NaN
188911,5.35,0.2208,0.2967,NaN,NaN,NaN,NaN,NaN,NaN,0.004067,NaN,NaN,NaN,0.000828159,NaN,NaN,NaN
188912,5.32,0.22,0.3,NaN,NaN,NaN,NaN,NaN,NaN,0.004067,NaN,NaN,NaN,0.000726468,NaN,NaN,NaN
189001,5.38,0.22,0.2992,NaN,NaN,NaN,NaN,NaN,NaN,0.004134,NaN,NaN,NaN,0.000312531,NaN,NaN,NaN
189002,5.32,0.22,0.2983,NaN,NaN,NaN,NaN,NaN,NaN,0.003587,NaN,NaN,NaN,0.000237407,NaN,NaN,NaN
189003,5.28,0.22,0.2975,NaN,NaN,NaN,NaN,NaN,NaN,0.003351,NaN,NaN,NaN,0.000272858,NaN,NaN,NaN
189004,5.39,0.22,0.2967,NaN,NaN,NaN,NaN,NaN,NaN,0.003698,NaN,NaN,NaN,0.000412548,NaN,NaN,NaN
189005,5.62,0.22,0.2958,NaN,NaN,NaN,NaN,NaN,NaN,0.00341,NaN,NaN,NaN,0.000748202,NaN,NaN,NaN
189006,5.58,0.22,0.295,NaN,NaN,NaN,NaN,NaN,NaN,0.003373,NaN,NaN,NaN,0.00087528,NaN,NaN,NaN
189007,5.54,0.22,0.2942,NaN,NaN,NaN,NaN,NaN,NaN,0.003329,NaN,NaN,NaN,0.000436097,NaN,NaN,NaN
189008,5.41,0.22,0.2933,NaN,NaN,NaN,NaN,NaN,NaN,0.003366,NaN,NaN,NaN,0.001959199,NaN,NaN,NaN
189009,5.32,0.22,0.2925,NaN,NaN,NaN,NaN,NaN,NaN,0.003765,NaN,NaN,NaN,0.00102159,NaN,NaN,NaN
189010,5.08,0.22,0.2917,NaN,NaN,NaN,NaN,NaN,NaN,0.003883,NaN,NaN,NaN,0.001899048,NaN,NaN,NaN
189011,4.71,0.22,0.2908,NaN,NaN,NaN,NaN,NaN,NaN,0.003993,NaN,NaN,NaN,0.00850159,NaN,NaN,NaN
189012,4.6,0.22,0.29,NaN,NaN,NaN,NaN,NaN,NaN,0.004621,NaN,NaN,NaN,0.00594471,NaN,NaN,NaN
189101,4.84,0.22,0.2942,NaN,NaN,NaN,NaN,NaN,NaN,0.005049,NaN,NaN,NaN,0.001695691,NaN,NaN,NaN
189102,4.9,0.22,0.2983,NaN,NaN,NaN,NaN,NaN,NaN,0.003942,NaN,NaN,NaN,0.000805494,NaN,NaN,NaN
189103,4.81,0.22,0.3025,NaN,NaN,NaN,NaN,NaN,NaN,0.003329,NaN,NaN,NaN,0.001006614,NaN,NaN,NaN
189104,4.97,0.22,0.3067,NaN,NaN,NaN,NaN,NaN,NaN,0.003514,NaN,NaN,NaN,0.001356939,NaN,NaN,NaN
189105,4.95,0.22,0.3108,NaN,NaN,NaN,NaN,NaN,NaN,0.003388,NaN,NaN,NaN,0.001974873,NaN,NaN,NaN
189106,4.85,0.22,0.315,NaN,NaN,NaN,NaN,NaN,NaN,0.00361,NaN,NaN,NaN,0.000991571,NaN,NaN,NaN
189107,4.77,0.22,0.3192,NaN,NaN,NaN,NaN,NaN,NaN,0.003698,NaN,NaN,NaN,0.000784977,NaN,NaN,NaN
189108,4.93,0.22,0.3233,NaN,NaN,NaN,NaN,NaN,NaN,0.003772,NaN,NaN,NaN,0.001771053,NaN,NaN,NaN
189109,5.33,0.22,0.3275,NaN,NaN,NaN,NaN,NaN,NaN,0.003883,NaN,NaN,NaN,0.002110405,NaN,NaN,NaN
189110,5.33,0.22,0.3317,NaN,NaN,NaN,NaN,NaN,NaN,0.003905,NaN,NaN,NaN,0.001661621,NaN,NaN,NaN
189111,5.25,0.22,0.3358,NaN,NaN,NaN,NaN,NaN,NaN,0.003757,NaN,NaN,NaN,0.001409113,NaN,NaN,NaN
189112,5.41,0.22,0.34,NaN,NaN,NaN,NaN,NaN,NaN,0.003373,NaN,NaN,NaN,0.000555182,NaN,NaN,NaN
189201,5.51,0.2217,0.3425,NaN,NaN,NaN,NaN,NaN,NaN,0.003204,NaN,NaN,NaN,0.001510781,NaN,NaN,NaN
189202,5.52,0.2233,0.345,NaN,NaN,NaN,NaN,NaN,NaN,0.002709,NaN,NaN,NaN,0.001350014,NaN,NaN,NaN
189203,5.58,0.225,0.3475,NaN,NaN,NaN,NaN,NaN,NaN,0.002363,NaN,NaN,NaN,0.001030222,NaN,NaN,NaN
189204,5.57,0.2267,0.35,NaN,NaN,NaN,NaN,NaN,NaN,0.002577,NaN,NaN,NaN,0.000706008,NaN,NaN,NaN
189205,5.57,0.2283,0.3525,NaN,NaN,NaN,NaN,NaN,NaN,0.0022,NaN,NaN,NaN,0.000710053,NaN,NaN,NaN
189206,5.54,0.23,0.355,NaN,NaN,NaN,NaN,NaN,NaN,0.001971,NaN,NaN,NaN,0.000701144,NaN,NaN,NaN
189207,5.54,0.2317,0.3575,NaN,NaN,NaN,NaN,NaN,NaN,0.001816,NaN,NaN,NaN,0.000827885,NaN,NaN,NaN
189208,5.62,0.2333,0.36,NaN,NaN,NaN,NaN,NaN,NaN,0.0022,NaN,NaN,NaN,0.000931535,NaN,NaN,NaN
189209,5.48,0.235,0.3625,NaN,NaN,NaN,NaN,NaN,NaN,0.002562,NaN,NaN,NaN,0.001023799,NaN,NaN,NaN
189210,5.59,0.2367,0.365,NaN,NaN,NaN,NaN,NaN,NaN,0.003115,NaN,NaN,NaN,0.000359822,NaN,NaN,NaN
189211,5.57,0.2383,0.3675,NaN,NaN,NaN,NaN,NaN,NaN,0.003447,NaN,NaN,NaN,0.000778381,NaN,NaN,NaN
189212,5.51,0.24,0.37,NaN,NaN,NaN,NaN,NaN,NaN,0.003433,NaN,NaN,NaN,0.000956518,NaN,NaN,NaN
189301,5.61,0.2408,0.3608,NaN,NaN,NaN,NaN,NaN,NaN,0.003698,NaN,NaN,NaN,0.000902319,NaN,NaN,NaN
189302,5.51,0.2417,0.3517,NaN,NaN,NaN,NaN,NaN,NaN,0.003403,NaN,NaN,NaN,0.001715778,NaN,NaN,NaN
189303,5.31,0.2425,0.3425,NaN,NaN,NaN,NaN,NaN,NaN,0.003307,NaN,NaN,NaN,0.001240573,NaN,NaN,NaN
189304,5.31,0.2433,0.3333,NaN,NaN,NaN,NaN,NaN,NaN,0.004657,NaN,NaN,NaN,0.001631035,NaN,NaN,NaN
189305,4.84,0.2442,0.3242,NaN,NaN,NaN,NaN,NaN,NaN,0.003883,NaN,NaN,NaN,0.006065502,NaN,NaN,NaN
189306,4.61,0.245,0.315,NaN,NaN,NaN,NaN,NaN,NaN,0.004576,NaN,NaN,NaN,0.002970787,NaN,NaN,NaN
189307,4.18,0.2458,0.3058,NaN,NaN,NaN,NaN,NaN,NaN,0.00589,NaN,NaN,NaN,0.017438717,NaN,NaN,NaN
189308,4.08,0.2467,0.2967,NaN,NaN,NaN,NaN,NaN,NaN,0.007668,NaN,NaN,NaN,0.009677559,NaN,NaN,NaN
189309,4.37,0.2475,0.2875,NaN,NaN,NaN,NaN,NaN,NaN,0.007462,NaN,NaN,NaN,0.004453038,NaN,NaN,NaN
189310,4.5,0.2483,0.2783,NaN,NaN,NaN,NaN,NaN,NaN,0.00575,NaN,NaN,NaN,0.004594215,NaN,NaN,NaN
189311,4.57,0.2492,0.2692,NaN,NaN,NaN,NaN,NaN,NaN,0.004001,NaN,NaN,NaN,0.002224448,NaN,NaN,NaN
189312,4.41,0.25,0.26,NaN,NaN,NaN,NaN,NaN,NaN,0.002872,NaN,NaN,NaN,0.001670421,NaN,NaN,NaN
189401,4.32,0.2467,0.2517,NaN,NaN,NaN,NaN,NaN,NaN,0.00234,NaN,NaN,NaN,0.003061155,NaN,NaN,NaN
189402,4.38,0.2433,0.2433,NaN,NaN,NaN,NaN,NaN,NaN,0.002208,NaN,NaN,NaN,0.000468763,NaN,NaN,NaN
189403,4.51,0.24,0.235,NaN,NaN,NaN,NaN,NaN,NaN,0.002075,NaN,NaN,NaN,0.001185255,NaN,NaN,NaN
189404,4.57,0.2367,0.2267,NaN,NaN,NaN,NaN,NaN,NaN,0.001875,NaN,NaN,NaN,0.000707268,NaN,NaN,NaN
189405,4.4,0.2333,0.2183,NaN,NaN,NaN,NaN,NaN,NaN,0.001927,NaN,NaN,NaN,0.001613818,NaN,NaN,NaN
189406,4.34,0.23,0.21,NaN,NaN,NaN,NaN,NaN,NaN,0.001802,NaN,NaN,NaN,0.00106796,NaN,NaN,NaN
189407,4.25,0.2267,0.2017,NaN,NaN,NaN,NaN,NaN,NaN,0.001787,NaN,NaN,NaN,0.00060236,NaN,NaN,NaN
189408,4.41,0.2233,0.1933,NaN,NaN,NaN,NaN,NaN,NaN,0.001853,NaN,NaN,NaN,0.00245405,NaN,NaN,NaN
189409,4.48,0.22,0.185,NaN,NaN,NaN,NaN,NaN,NaN,0.001905,NaN,NaN,NaN,0.001112951,NaN,NaN,NaN
189410,4.34,0.2167,0.1767,NaN,NaN,NaN,NaN,NaN,NaN,0.00206,NaN,NaN,NaN,0.001201328,NaN,NaN,NaN
189411,4.34,0.2133,0.1683,NaN,NaN,NaN,NaN,NaN,NaN,0.001676,NaN,NaN,NaN,0.001903474,NaN,NaN,NaN
189412,4.3,0.21,0.16,NaN,NaN,NaN,NaN,NaN,NaN,0.001698,NaN,NaN,NaN,0.001360355,NaN,NaN,NaN
189501,4.25,0.2083,0.1675,NaN,NaN,NaN,NaN,NaN,NaN,0.001765,NaN,NaN,NaN,0.000926142,NaN,NaN,NaN
189502,4.19,0.2067,0.175,NaN,NaN,NaN,NaN,NaN,NaN,0.001927,NaN,NaN,NaN,0.0008999,NaN,NaN,NaN
189503,4.19,0.205,0.1825,NaN,NaN,NaN,NaN,NaN,NaN,0.002311,NaN,NaN,NaN,0.001671134,NaN,NaN,NaN
189504,4.37,0.2033,0.19,NaN,NaN,NaN,NaN,NaN,NaN,0.002525,NaN,NaN,NaN,0.00088475,NaN,NaN,NaN
189505,4.61,0.2017,0.1975,NaN,NaN,NaN,NaN,NaN,NaN,0.002569,NaN,NaN,NaN,0.003011112,NaN,NaN,NaN
189506,4.7,0.2,0.205,NaN,NaN,NaN,NaN,NaN,NaN,0.001684,NaN,NaN,NaN,0.000913719,NaN,NaN,NaN
189507,4.72,0.1983,0.2125,NaN,NaN,NaN,NaN,NaN,NaN,0.001573,NaN,NaN,NaN,0.000838001,NaN,NaN,NaN
189508,4.79,0.1967,0.22,NaN,NaN,NaN,NaN,NaN,NaN,0.001809,NaN,NaN,NaN,0.000580994,NaN,NaN,NaN
189509,4.82,0.195,0.2275,NaN,NaN,NaN,NaN,NaN,NaN,0.0022,NaN,NaN,NaN,0.00201914,NaN,NaN,NaN
189510,4.75,0.1933,0.235,NaN,NaN,NaN,NaN,NaN,NaN,0.002613,NaN,NaN,NaN,0.000900261,NaN,NaN,NaN
189511,4.59,0.1917,0.2425,NaN,NaN,NaN,NaN,NaN,NaN,0.003167,NaN,NaN,NaN,0.001539419,NaN,NaN,NaN
189512,4.32,0.19,0.25,NaN,NaN,NaN,NaN,NaN,NaN,0.002687,NaN,NaN,NaN,0.014505132,NaN,NaN,NaN
189601,4.27,0.1892,0.2467,NaN,NaN,NaN,NaN,NaN,NaN,0.003145,NaN,NaN,NaN,0.003485413,NaN,NaN,NaN
189602,4.45,0.1883,0.2433,NaN,NaN,NaN,NaN,NaN,NaN,0.004067,NaN,NaN,NaN,0.001788873,NaN,NaN,NaN
189603,4.38,0.1875,0.24,NaN,NaN,NaN,NaN,NaN,NaN,0.003927,NaN,NaN,NaN,0.001456643,NaN,NaN,NaN
189604,4.42,0.1867,0.2367,NaN,NaN,NaN,NaN,NaN,NaN,0.003492,NaN,NaN,NaN,0.0006532,NaN,NaN,NaN
189605,4.4,0.1858,0.2333,NaN,NaN,NaN,NaN,NaN,NaN,0.003528,NaN,NaN,NaN,0.001039827,NaN,NaN,NaN
189606,4.32,0.185,0.23,NaN,NaN,NaN,NaN,NaN,NaN,0.002982,NaN,NaN,NaN,0.004358751,NaN,NaN,NaN
189607,4.04,0.1842,0.2267,NaN,NaN,NaN,NaN,NaN,NaN,0.002776,NaN,NaN,NaN,0.007685694,NaN,NaN,NaN
189608,3.81,0.1833,0.2233,NaN,NaN,NaN,NaN,NaN,NaN,0.003366,NaN,NaN,NaN,0.007965637,NaN,NaN,NaN
189609,4.01,0.1825,0.22,NaN,NaN,NaN,NaN,NaN,NaN,0.005403,NaN,NaN,NaN,0.004308877,NaN,NaN,NaN
189610,4.1,0.1817,0.2167,NaN,NaN,NaN,NaN,NaN,NaN,0.005764,NaN,NaN,NaN,0.004514813,NaN,NaN,NaN
189611,4.38,0.1808,0.2133,NaN,NaN,NaN,NaN,NaN,NaN,0.005809,NaN,NaN,NaN,0.004213717,NaN,NaN,NaN
189612,4.22,0.18,0.21,NaN,NaN,NaN,NaN,NaN,NaN,0.00358,NaN,NaN,NaN,0.004961789,NaN,NaN,NaN
189701,4.22,0.18,0.2183,NaN,NaN,NaN,NaN,NaN,NaN,0.002392,NaN,NaN,NaN,0.001418686,NaN,NaN,NaN
189702,4.18,0.18,0.2267,NaN,NaN,NaN,NaN,NaN,NaN,0.002082,NaN,NaN,NaN,0.001034708,NaN,NaN,NaN
189703,4.19,0.18,0.235,NaN,NaN,NaN,NaN,NaN,NaN,0.001853,NaN,NaN,NaN,0.001918794,NaN,NaN,NaN
189704,4.06,0.18,0.2433,NaN,NaN,NaN,NaN,NaN,NaN,0.002097,NaN,NaN,NaN,0.002092064,NaN,NaN,NaN
189705,4.08,0.18,0.2517,NaN,NaN,NaN,NaN,NaN,NaN,0.002244,NaN,NaN,NaN,0.001085808,NaN,NaN,NaN
189706,4.27,0.18,0.26,NaN,NaN,NaN,NaN,NaN,NaN,0.002244,NaN,NaN,NaN,0.001164976,NaN,NaN,NaN
189707,4.46,0.18,0.2683,NaN,NaN,NaN,NaN,NaN,NaN,0.001942,NaN,NaN,NaN,0.000998297,NaN,NaN,NaN
189708,4.75,0.18,0.2767,NaN,NaN,NaN,NaN,NaN,NaN,0.002149,NaN,NaN,NaN,0.002023529,NaN,NaN,NaN
189709,4.98,0.18,0.285,NaN,NaN,NaN,NaN,NaN,NaN,0.002385,NaN,NaN,NaN,0.003174387,NaN,NaN,NaN
189710,4.82,0.18,0.2933,NaN,NaN,NaN,NaN,NaN,NaN,0.002665,NaN,NaN,NaN,0.003457529,NaN,NaN,NaN
189711,4.65,0.18,0.3017,NaN,NaN,NaN,NaN,NaN,NaN,0.002731,NaN,NaN,NaN,0.003185951,NaN,NaN,NaN
189712,4.75,0.18,0.31,NaN,NaN,NaN,NaN,NaN,NaN,0.002134,NaN,NaN,NaN,0.001196789,NaN,NaN,NaN
189801,4.88,0.1817,0.3133,NaN,NaN,NaN,NaN,NaN,NaN,0.002163,NaN,NaN,NaN,0.002006506,NaN,NaN,NaN
189802,4.87,0.1833,0.3167,NaN,NaN,NaN,NaN,NaN,NaN,0.002038,NaN,NaN,NaN,0.00286273,NaN,NaN,NaN
189803,4.65,0.185,0.32,NaN,NaN,NaN,NaN,NaN,NaN,0.001942,NaN,NaN,NaN,0.010976756,NaN,NaN,NaN
189804,4.57,0.1867,0.3233,NaN,NaN,NaN,NaN,NaN,NaN,0.003071,NaN,NaN,NaN,0.004348804,NaN,NaN,NaN
189805,4.87,0.1883,0.3267,NaN,NaN,NaN,NaN,NaN,NaN,0.003883,NaN,NaN,NaN,0.004697024,NaN,NaN,NaN
189806,5.06,0.19,0.33,NaN,NaN,NaN,NaN,NaN,NaN,0.003071,NaN,NaN,NaN,0.001223744,NaN,NaN,NaN
189807,5.08,0.1917,0.3333,NaN,NaN,NaN,NaN,NaN,NaN,0.00203,NaN,NaN,NaN,0.000852029,NaN,NaN,NaN
189808,5.27,0.1933,0.3367,NaN,NaN,NaN,NaN,NaN,NaN,0.00234,NaN,NaN,NaN,0.001301035,NaN,NaN,NaN
189809,5.26,0.195,0.34,NaN,NaN,NaN,NaN,NaN,NaN,0.002326,NaN,NaN,NaN,0.001493378,NaN,NaN,NaN
189810,5.15,0.1967,0.3433,NaN,NaN,NaN,NaN,NaN,NaN,0.002672,NaN,NaN,NaN,0.001085896,NaN,NaN,NaN
189811,5.32,0.1983,0.3467,NaN,NaN,NaN,NaN,NaN,NaN,0.002156,NaN,NaN,NaN,0.000746024,NaN,NaN,NaN
189812,5.65,0.2,0.35,NaN,NaN,NaN,NaN,NaN,NaN,0.002075,NaN,NaN,NaN,0.000830482,NaN,NaN,NaN
189901,6.08,0.2008,0.3608,NaN,NaN,NaN,NaN,NaN,NaN,0.001875,NaN,NaN,NaN,0.00171136,NaN,NaN,NaN
189902,6.31,0.2017,0.3717,NaN,NaN,NaN,NaN,NaN,NaN,0.00178,NaN,NaN,NaN,0.000894526,NaN,NaN,NaN
189903,6.4,0.2025,0.3825,NaN,NaN,NaN,NaN,NaN,NaN,0.00189,NaN,NaN,NaN,0.00129131,NaN,NaN,NaN
189904,6.48,0.2033,0.3933,NaN,NaN,NaN,NaN,NaN,NaN,0.002488,NaN,NaN,NaN,0.001255857,NaN,NaN,NaN
189905,6.21,0.2042,0.4042,NaN,NaN,NaN,NaN,NaN,NaN,0.002363,NaN,NaN,NaN,0.00503155,NaN,NaN,NaN
189906,6.07,0.205,0.415,NaN,NaN,NaN,NaN,NaN,NaN,0.002296,NaN,NaN,NaN,0.001547426,NaN,NaN,NaN
189907,6.28,0.2058,0.4258,NaN,NaN,NaN,NaN,NaN,NaN,0.002082,NaN,NaN,NaN,0.000867124,NaN,NaN,NaN
189908,6.44,0.2067,0.4367,NaN,NaN,NaN,NaN,NaN,NaN,0.00234,NaN,NaN,NaN,0.000506593,NaN,NaN,NaN
189909,6.37,0.2075,0.4475,NaN,NaN,NaN,NaN,NaN,NaN,0.00285,NaN,NaN,NaN,0.001900042,NaN,NaN,NaN
189910,6.34,0.2083,0.4583,NaN,NaN,NaN,NaN,NaN,NaN,0.003285,NaN,NaN,NaN,0.001286948,NaN,NaN,NaN
189911,6.46,0.2092,0.4692,NaN,NaN,NaN,NaN,NaN,NaN,0.003469,NaN,NaN,NaN,0.000918935,NaN,NaN,NaN
189912,6.02,0.21,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.003639,NaN,NaN,NaN,0.009884871,NaN,NaN,NaN
190001,6.1,0.2175,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.003979,NaN,NaN,NaN,0.002432462,NaN,NaN,NaN
190002,6.21,0.225,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.003278,NaN,NaN,NaN,0.000838041,NaN,NaN,NaN
190003,6.26,0.2325,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.002886,NaN,NaN,NaN,0.001221703,NaN,NaN,NaN
190004,6.34,0.24,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.003241,NaN,NaN,NaN,0.001425461,NaN,NaN,NaN
190005,6.04,0.2475,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.002776,NaN,NaN,NaN,0.001691292,NaN,NaN,NaN
190006,5.86,0.255,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.00237,NaN,NaN,NaN,0.001571495,NaN,NaN,NaN
190007,5.86,0.2625,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.002355,NaN,NaN,NaN,0.001287156,NaN,NaN,NaN
190008,5.94,0.27,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.002613,NaN,NaN,NaN,0.000304821,NaN,NaN,NaN
190009,5.8,0.2775,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.002731,NaN,NaN,NaN,0.001445854,NaN,NaN,NaN
190010,6.01,0.285,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.002842,NaN,NaN,NaN,0.001255193,NaN,NaN,NaN
190011,6.48,0.2925,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.003366,NaN,NaN,NaN,0.00245823,NaN,NaN,NaN
190012,6.87,0.3,0.48,NaN,NaN,NaN,NaN,NaN,NaN,0.002886,NaN,NaN,NaN,0.001228407,NaN,NaN,NaN
190101,7.07,0.3017,0.4817,NaN,NaN,NaN,NaN,NaN,NaN,0.003145,NaN,NaN,NaN,0.002529252,NaN,NaN,NaN
190102,7.25,0.3033,0.4833,NaN,NaN,NaN,NaN,NaN,NaN,0.002613,NaN,NaN,NaN,0.000943557,NaN,NaN,NaN
190103,7.51,0.305,0.485,NaN,NaN,NaN,NaN,NaN,NaN,0.002363,NaN,NaN,NaN,0.000447612,NaN,NaN,NaN
190104,8.14,0.3067,0.4867,NaN,NaN,NaN,NaN,NaN,NaN,0.002407,NaN,NaN,NaN,0.001804145,NaN,NaN,NaN
190105,7.73,0.3083,0.4883,NaN,NaN,NaN,NaN,NaN,NaN,0.002569,NaN,NaN,NaN,0.015129325,NaN,NaN,NaN
190106,8.5,0.31,0.49,NaN,NaN,NaN,NaN,NaN,NaN,0.002569,NaN,NaN,NaN,0.001116634,NaN,NaN,NaN
190107,7.93,0.3117,0.4917,NaN,NaN,NaN,NaN,NaN,NaN,0.002547,NaN,NaN,NaN,0.004989023,NaN,NaN,NaN
190108,8.04,0.3133,0.4933,NaN,NaN,NaN,NaN,NaN,NaN,0.002813,NaN,NaN,NaN,0.001368381,NaN,NaN,NaN
190109,8,0.315,0.495,NaN,NaN,NaN,NaN,NaN,NaN,0.00296,NaN,NaN,NaN,0.005912999,NaN,NaN,NaN
190110,7.91,0.3167,0.4967,NaN,NaN,NaN,NaN,NaN,NaN,0.003285,NaN,NaN,NaN,0.000999837,NaN,NaN,NaN
190111,8.08,0.3183,0.4983,NaN,NaN,NaN,NaN,NaN,NaN,0.003071,NaN,NaN,NaN,0.000821896,NaN,NaN,NaN
190112,7.95,0.32,0.5,NaN,NaN,NaN,NaN,NaN,NaN,0.003123,NaN,NaN,NaN,0.001230325,NaN,NaN,NaN
190201,8.12,0.3208,0.5108,NaN,NaN,NaN,NaN,NaN,NaN,0.003285,NaN,NaN,NaN,0.000841822,NaN,NaN,NaN
190202,8.19,0.3217,0.5217,NaN,NaN,NaN,NaN,NaN,NaN,0.00296,NaN,NaN,NaN,0.000506903,NaN,NaN,NaN
